year,stat,player,team,value,link
1958,Kansas City Athletics,73,81,.474,https://www.baseball-almanac.com/teamstats/roster.php?y=1958&t=KC1
1958,Washington Senators,61,93,.396,https://www.baseball-almanac.com/teamstats/roster.php?y=1958&t=WS1
1959,Statistic,Name(s),Team(s),#,
1959,Base on Balls,Eddie Yost,Detroit,135,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1959,Batting Average,Harvey Kuenn,Detroit,.353,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1959,Doubles,Harvey Kuenn,Detroit,42,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1959,Hits,Harvey Kuenn,Detroit,198,https://www.baseball-almanac.com/hitting/hihits4.shtml
1959,Home Runs,Rocky Colavito,Cleveland,42,https://www.baseball-almanac.com/hitting/hihr5.shtml
1959,On Base Percentage,Eddie Yost,Detroit,.437,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1959,RBI,Jackie Jensen,Boston,112,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1959,Runs,Eddie Yost,Detroit,115,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1959,Slugging Average,Al Kaline,Detroit,.530,https://www.baseball-almanac.com/hitting/hislug4.shtml
1959,Stolen Bases,Luis Aparacio,Chicago,56,https://www.baseball-almanac.com/hitting/hisb4.shtml
1959,Total Bases,Rocky Colavito,Cleveland,301,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1959,Triples,Bob Allison,Washington,9,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1959,Statistic,Name(s),Team(s),#,
1959,Statistic,Name(s),Team(s),#,
1959,Complete Games,Camilo Pascual,Washington,17,https://www.baseball-almanac.com/pitching/picomg4.shtml
1959,ERA,Hoyt Wilhelm,Baltimore,2.19,https://www.baseball-almanac.com/pitching/piera4.shtml
1959,Games,Gerry Staley,Chicago,67,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1959,Saves,Turk Lown,Chicago,15,https://www.baseball-almanac.com/pitching/pisave4.shtml
1959,Shutouts,Camilo Pascual,Washington,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1959,Strikeouts,Jim Bunning,Detroit,201,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1959,Winning Percentage,Bob Shaw,Chicago,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1959,Wins,Early Wynn,Chicago,22,https://www.baseball-almanac.com/pitching/piwins4.shtml
1959,Statistic,Name(s),Team(s),#,
1959,Team [Click for roster],Wins,Losses,WP,
1959,Chicago White Sox,94,60,.610,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=CHA
1959,Cleveland Indians,89,65,.578,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=CLE
1959,New York Yankees,79,75,.513,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=NYA
1959,Detroit Tigers,76,78,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=DET
1959,Boston Red Sox,75,79,.487,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=BOS
1959,Baltimore Orioles,74,80,.481,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=BAL
1959,Kansas City Athletics,66,88,.429,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=KC1
1959,Washington Senators,63,91,.409,https://www.baseball-almanac.com/teamstats/roster.php?y=1959&t=WS1
1960,Statistic,Name(s),Team(s),#,
1960,Base on Balls,Eddie Yost,Detroit,125,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1960,Batting Average,Pete Runnels,Boston,.320,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1960,Doubles,Tito Francona,Cleveland,36,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1960,Hits,Minnie Minoso,Chicago,184,https://www.baseball-almanac.com/hitting/hihits4.shtml
1960,Home Runs,Mickey Mantle,New York,40,https://www.baseball-almanac.com/hitting/hihr5.shtml
1960,On Base Percentage,Eddie Yost,Detroit,.416,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1960,RBI,Roger Maris,New York,112,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1960,Runs,Mickey Mantle,New York,119,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1960,Slugging Average,Roger Maris,New York,.581,https://www.baseball-almanac.com/hitting/hislug4.shtml
1960,Stolen Bases,Luis Aparacio,Chicago,51,https://www.baseball-almanac.com/hitting/hisb4.shtml
1960,Total Bases,Mickey Mantle,New York,294,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1960,Triples,Nellie Fox,Chicago,10,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1960,Statistic,Name(s),Team(s),#,
1960,Statistic,Name(s),Team(s),#,
1960,Complete Games,Frank Lary,Detroit,15,https://www.baseball-almanac.com/pitching/picomg4.shtml
1960,ERA,Frank Baumann,Chicago,2.67,https://www.baseball-almanac.com/pitching/piera4.shtml
1960,Games,Mike Fornieles,Boston,70,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1960,Saves,Johnny Klippstein,Cleveland,14,https://www.baseball-almanac.com/pitching/pisave4.shtml
1960,Shutouts,Whitey Ford,New York,4,https://www.baseball-almanac.com/pitching/pishut4.shtml
1960,Strikeouts,Jim Bunning,Detroit,201,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1960,Winning Percentage,Jim Perry,Cleveland,.643,https://www.baseball-almanac.com/pitching/piwper4.shtml
1960,Wins,Chuck Estrada,Baltimore,18,https://www.baseball-almanac.com/pitching/piwins4.shtml
1960,Statistic,Name(s),Team(s),#,
1960,Team [Click for roster],Wins,Losses,WP,
1960,New York Yankees,97,57,.630,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=NYA
1960,Baltimore Orioles,89,65,.578,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=BAL
1960,Chicago White Sox,87,67,.565,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=CHA
1960,Cleveland Indians,76,78,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=CLE
1960,Washington Senators,73,81,.474,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=WS1
1960,Detroit Tigers,71,83,.461,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=DET
1960,Boston Red Sox,65,89,.422,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=BOS
1960,Kansas City Athletics,58,96,.377,https://www.baseball-almanac.com/teamstats/roster.php?y=1960&t=KC1
1961,Statistic,Name(s),Team(s),#,
1961,Base on Balls,Mickey Mantle,New York,126,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1961,Batting Average,Norm Cash,Detroit,.361,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1961,Doubles,Al Kaline,Detroit,41,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1961,Hits,Norm Cash,Detroit,193,https://www.baseball-almanac.com/hitting/hihits4.shtml
1961,Home Runs,Roger Maris,New York,61,https://www.baseball-almanac.com/hitting/hihr5.shtml
1961,On Base Percentage,Norm Cash,Detroit,.488,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1961,RBI,Jim Gentile,Baltimore,141,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1961,Runs,Roger Maris,New York,132,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1961,Slugging Average,Mickey Mantle,New York,.687,https://www.baseball-almanac.com/hitting/hislug4.shtml
1961,Stolen Bases,Luis Aparacio,Chicago,53,https://www.baseball-almanac.com/hitting/hisb4.shtml
1961,Total Bases,Roger Maris,New York,366,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1961,Triples,Jake Wood,Detroit,14,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1961,Statistic,Name(s),Team(s),#,
1961,Statistic,Name(s),Team(s),#,
1961,Complete Games,Frank Lary,Detroit,22,https://www.baseball-almanac.com/pitching/picomg4.shtml
1961,ERA,Dick Donovan,Washington,2.40,https://www.baseball-almanac.com/pitching/piera4.shtml
1961,Games,Luis Arroyo,New York,65,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1961,Saves,Luis Arroyo,New York,29,https://www.baseball-almanac.com/pitching/pisave4.shtml
1961,Shutouts,Steve Barber,Baltimore,8,https://www.baseball-almanac.com/pitching/pishut4.shtml
1961,Strikeouts,Camilo Pascual,Minnesota,221,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1961,Winning Percentage,Whitey Ford,New York,.862,https://www.baseball-almanac.com/pitching/piwper4.shtml
1961,Wins,Whitey Ford,New York,25,https://www.baseball-almanac.com/pitching/piwins4.shtml
1961,Statistic,Name(s),Team(s),#,
1961,Team | Roster,Wins,Losses,WP,
1961,New York Yankees,109,53,.673,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=NYA
1961,Detroit Tigers,101,61,.623,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=DET
1961,Baltimore Orioles,95,67,.586,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=BAL
1961,Chicago White Sox,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=CHA
1961,Cleveland Indians,78,83,.484,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=CLE
1961,Boston Red Sox,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=BOS
1961,Minnesota Twins,70,90,.438,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=MIN
1961,Los Angeles Angels,70,91,.435,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=LAA
1961,Kansas City Athletics,61,100,.379,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=KC1
1961,Washington Senators,61,100,.379,https://www.baseball-almanac.com/teamstats/roster.php?y=1961&t=WS2
1961,Team | Roster,Wins,Losses,WP,
1962,Statistic,Name(s),Team(s),#,
1962,Base on Balls,Mickey Mantle,New York,122,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1962,Batting Average,Pete Runnels,Boston,.326,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1962,Doubles,Floyd Robinson,Chicago,45,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1962,Hits,Bobby Richardson,New York,209,https://www.baseball-almanac.com/hitting/hihits4.shtml
1962,Home Runs,Harmon Killebrew,Minnesota,48,https://www.baseball-almanac.com/hitting/hihr5.shtml
1962,On Base Percentage,Mickey Mantle,New York,.488,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1962,RBI,Harmon Killebrew,MInnesota,126,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1962,Runs,Albie Pearson,Los Angeles,115,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1962,Slugging Average,Mickey Mantle,New York,.605,https://www.baseball-almanac.com/hitting/hislug4.shtml
1962,Stolen Bases,Luis Aparicio,Chicago,31,https://www.baseball-almanac.com/hitting/hisb4.shtml
1962,Total Bases,Rocky Colavito,Detroit,309,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1962,Triples,Gino Cimoli,Kansas City,15,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1962,Statistic,Name(s),Team(s),#,
1962,Statistic,Name(s),Team(s),#,
1962,Complete Games,Camilo Pascual,Minnesota,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1962,ERA,Hank Aguirre,Detroit,2.21,https://www.baseball-almanac.com/pitching/piera4.shtml
1962,Games,Dick Radatz,Boston,62,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1962,Saves,Dick Radatz,Boston,24,https://www.baseball-almanac.com/pitching/pisave4.shtml
1962,Shutouts,Dick Donovan,Cleveland,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1962,Strikeouts,Camilo Pascual,Minnesota,206,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1962,Winning Percentage,Ray Herbert,Chicago,.690,https://www.baseball-almanac.com/pitching/piwper4.shtml
1962,Wins,Ralph Terry,New York,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1962,Statistic,Name(s),Team(s),#,
1962,Team [Click for roster],Wins,Losses,WP,
1962,New York Yankees,96,66,.593,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=NYA
1962,Minnesota Twins,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=MIN
1962,Los Angeles Angels,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=LAA
1962,Detroit Tigers,85,76,.528,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=DET
1962,Chicago White Sox,85,77,.525,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=CHA
1962,Cleveland Indians,80,82,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=CLE
1962,Baltimore Orioles,77,85,.475,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=BAL
1962,Boston Red Sox,76,84,.475,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=BOS
1962,Kansas City Athletics,72,90,.444,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=KC1
1962,Washington Senators,60,101,.373,https://www.baseball-almanac.com/teamstats/roster.php?y=1962&t=WS2
1963,Statistic,Name(s),Team(s),#,
1963,Base on Balls,Carl Yastrzemski,Boston,95,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1963,Batting Average,Carl Yastrzemski,Boston,.321,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1963,Doubles,Carl Yastrzemski,Boston,40,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1963,Hits,Carl Yastrzemski,Boston,183,https://www.baseball-almanac.com/hitting/hihits4.shtml
1963,Home Runs,Harmon Killebrew,Minnesota,45,https://www.baseball-almanac.com/hitting/hihr5.shtml
1963,On Base Percentage,Carl Yastrzemski,Boston,.419,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1963,RBI,Dick Stuart,Boston,118,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1963,Runs,Bob Allison,Minnesota,99,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1963,Slugging Average,Harmon Killebrew,Minnesota,.555,https://www.baseball-almanac.com/hitting/hislug4.shtml
1963,Stolen Bases,Luis Aparicio,Baltimore,40,https://www.baseball-almanac.com/hitting/hisb4.shtml
1963,Total Bases,Dick Stuart,Boston,319,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1963,Triples,Zoilo Versalles,Minnesota,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1963,Statistic,Name(s),Team(s),#,
1963,Statistic,Name(s),Team(s),#,
1963,Complete Games,Camilo Pascual,Minnesota,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1963,ERA,Gary Peters,Chicago,2.33,https://www.baseball-almanac.com/pitching/piera4.shtml
1963,Games,Stu Miller,Baltimore,71,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1963,Saves,Stu Miller,Baltimore,27,https://www.baseball-almanac.com/pitching/pisave4.shtml
1963,Shutouts,Ray Herbert,Chicago,7,https://www.baseball-almanac.com/pitching/pishut4.shtml
1963,Strikeouts,Camilo Pascual,Minnesota,202,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1963,Winning Percentage,Whitey Ford,New York,.774,https://www.baseball-almanac.com/pitching/piwper4.shtml
1963,Wins,Whitey Ford,New York,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1963,Statistic,Name(s),Team(s),#,
1963,Team [Click for roster],Wins,Losses,WP,
1963,New York Yankees,104,57,.646,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=NYA
1963,Chicago White Sox,94,68,.580,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=CHA
1963,Minnesota Twins,91,70,.565,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=MIN
1963,Baltimore Orioles,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=BAL
1963,Detroit Tigers,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=DET
1963,Cleveland Indians,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=CLE
1963,Boston Red Sox,76,85,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=BOS
1963,Kansas City Athletics,73,89,.451,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=KC1
1963,Los Angeles Angels,70,91,.435,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=LAA
1963,Washington Senators,56,106,.346,https://www.baseball-almanac.com/teamstats/roster.php?y=1963&t=WS2
1964,Statistic,Name(s),Team(s),#,
1964,Base on Balls,Norm Siebern,Baltimore,106,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1964,Batting Average,Tony Oliva,Minnesota,.323,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1964,Doubles,Tony Oliva,Minnesota,43,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1964,Hits,Tony Oliva,Minnesota,217,https://www.baseball-almanac.com/hitting/hihits4.shtml
1964,Home Runs,Harmon Killebrew,Minnesota,49,https://www.baseball-almanac.com/hitting/hihr5.shtml
1964,On Base Percentage,Mickey Mantle,New York,.426,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1964,RBI,Brooks Robinson,Baltimore,118,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1964,Runs,Tony Oliva,Minnesota,109,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1964,Slugging Average,Boog Powell,Baltimore,.606,https://www.baseball-almanac.com/hitting/hislug4.shtml
1964,Stolen Bases,Luis Aparicio,Baltimore,57,https://www.baseball-almanac.com/hitting/hisb4.shtml
1964,Total Bases,Tony Oliva,Minnesota,374,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1964,Triples,Rich Rollins,Minnesota,10,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1964,Statistic,Name(s),Team(s),#,
1964,Statistic,Name(s),Team(s),#,
1964,Complete Games,Dean Chance,Los Angeles,19,https://www.baseball-almanac.com/pitching/picomg4.shtml
1964,ERA,Dean Chance,Los Angeles,1.65,https://www.baseball-almanac.com/pitching/piera4.shtml
1964,Games,John Wyatt,Kansas City,81,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1964,Saves,Dick Radatz,Boston,29,https://www.baseball-almanac.com/pitching/pisave4.shtml
1964,Shutouts,Dean Chance,Los Angeles,11,https://www.baseball-almanac.com/pitching/pishut4.shtml
1964,Strikeouts,Al Downing,New York,217,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1964,Winning Percentage,Wally Bunker,Baltimore,.792,https://www.baseball-almanac.com/pitching/piwper4.shtml
1964,Wins,Dean Chance,Los Angeles,20,https://www.baseball-almanac.com/pitching/piwins4.shtml
1964,Statistic,Name(s),Team(s),#,
1964,Team | Roster,Wins,Losses,WP,
1964,New York Yankees,99,63,.611,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=NYA
1964,Chicago White Sox,98,64,.605,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=CHA
1964,Baltimore Orioles,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=BAL
1964,Detroit Tigers,85,77,.525,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=DET
1964,Los Angeles Angels,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=LAA
1964,Minnesota Twins,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=MIN
1964,Cleveland Indians,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=CLE
1964,Boston Red Sox,72,90,.444,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=BOS
1964,Washington Senators,62,100,.383,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=WS2
1964,Kansas City Athletics,57,105,.352,https://www.baseball-almanac.com/teamstats/roster.php?y=1964&t=KC1
1964,Team | Roster,Wins,Losses,WP,
1965,Statistic,Name(s),Team(s),#,
1965,Base on Balls,Rocky Colavito,Cleveland,93,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1965,Batting Average,Tony Oliva,Minnesota,.321,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1965,Doubles,Zoilo Versalles,Minnesota,45,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1965,Hits,Tony Oliva,Minnesota,185,https://www.baseball-almanac.com/hitting/hihits4.shtml
1965,Home Runs,Tony Conigliaro,Boston,32,https://www.baseball-almanac.com/hitting/hihr5.shtml
1965,On Base Percentage,Carl Yastrzemski,Boston,.398,https://www.baseball-almanac.com/hitting/hiobp4.shtml
